Medicaid Purchasing Administration ,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,
"Effective January 1, 2011",,,,,,,,
"Fee Schedule Updated March 30, 2012",,,,,,,,
Link to Legend,,,,,,,,
Code Status Indicator,Code,Mod,NFS Maximum Allowable ,FS Maximum Allowable ,PA Required,Global Days,Assist at surgery,Comments
,66630,  ,312.11,312.11,,090,N,
,66635,  ,307.00,307.00,,090,N,
,66680,  ,285.21,285.21,,090,N,
,66682,  ,345.45,345.45,,090,N,
,66700,  ,240.53,212.30,,090,N,
,66710,  ,242.31,218.08,,090,N,
,66711,  ,341.45,341.45,,090,N,
,66720,  ,251.64,227.41,,090,N,
,66740,  ,233.19,211.19,,090,N,
,66761,  ,246.31,225.19,,090,N,
,66762,  ,255.87,230.53,,090,N,
,66770,  ,280.54,257.65,,090,N,
,66820,  ,214.74,214.74,,090,N,
,66821,  ,176.73,167.17,,090,N,
,66825,  ,412.59,412.59,,090,N,
,66830,  ,382.80,382.80,,090,N,
,66840,  ,385.91,385.91,,090,N,
,66850,  ,433.49,433.49,,090,N,
,66852,  ,467.94,467.94,,090,N,
,66920,  ,405.48,405.48,,090,N,
,66930,  ,460.83,460.83,,090,N,
,66940,  ,431.04,431.04,,090,N,
,66982,  ,587.09,587.09,,090,N,
,66983,  ,402.36,402.36,,090,N,
,66984,  ,422.15,422.15,,090,N,
,66985,  ,418.15,418.15,,090,N,
,66986,  ,499.95,499.95,,090,N,
,66990,  ,50.24,50.24,,000,N,
,66999,  ,B.R.,B.R.,,090,N,
,67005,  ,261.20,261.20,,090,N,
,67010,  ,296.10,296.10,,090,N,
,67015,  ,315.89,315.89,,090,N,
,67025,  ,396.58,347.23,,090,N,
,67027,  ,472.17,472.17,,090,Y,
,67028,  ,116.04,93.81,,000,N,
,67030,  ,280.76,280.76,,090,N,
,67031,  ,209.63,192.96,,090,N,
,67036,  ,528.41,528.41,,090,Y,
,67039,  ,685.80,685.80,,090,Y,
,67040,  ,781.83,781.83,,090,Y,
,67041,,729.81,729.81,,090,Y,
,67042,,835.63,835.63,,090,Y,
,67043,,887.64,887.64,,090,Y,
,67101,  ,425.70,371.02,,090,N,
,67105,  ,390.36,351.46,,090,N,
,67107,  ,674.46,674.46,,090,Y,
,67108,  ,885.64,885.64,,090,Y,
,67110,  ,470.39,421.26,,090,N,
,67112,  ,730.03,730.03,,090,Y,
,67113,,961.23,961.23,,090,Y,
,67115,  ,268.98,268.98,,090,N,
,67120,  ,359.68,307.89,,090,N,
,67121,  ,502.40,502.40,,090,Y,
,67141,  ,285.43,266.98,,090,N,
,67145,  ,284.99,270.09,,090,N,
,67208,  ,320.56,309.66,,090,N,
,67210,  ,380.13,368.35,,090,N,
,67218,  ,752.71,752.71,,090,N,
,67220,  ,589.54,563.53,,090,N,
,67221,  ,160.72,121.15,,000,N,
,67225,  ,16.23,15.56,,000,N,
,67227,  ,326.11,305.88,,090,N,
,67228,  ,657.12,580.65,,090,N,
,67229,,621.33,621.33,,090,N,
,67250,  ,430.37,430.37,,090,N,
,67255,  ,465.27,465.27,,090,Y,
,67299,  ,B.R.,B.R.,,090,N,
,67311,  ,329.00,329.00,EPA,090,N,
,67312,  ,396.81,396.81,EPA,090,N,
,67314,  ,369.91,369.91,EPA,090,N,
,67316,  ,445.27,445.27,EPA,090,N,
,67318,  ,376.58,376.58,EPA,090,N,
,67320,  ,177.17,177.17,EPA,000,N,
,67331,  ,173.62,173.62,EPA,000,N,
,67332,  ,188.51,188.51,EPA,000,N,
,67334,  ,165.84,165.84,EPA,000,N,
,67335,  ,85.14,85.14,EPA,000,N,
,67340,  ,197.18,197.18,EPA,000,Y,
,67343,  ,361.46,361.46,,090,N,
,67345,  ,132.05,120.71,,010,N,
,67346,,#,#,,000,N,
,67399,  ,B.R.,B.R.,,090,Y,
,67400,  ,514.62,514.62,,090,N,
,67405,  ,431.93,431.93,,090,N,
,67412,  ,473.28,473.28,,090,N,
,67413,  ,475.94,475.94,,090,Y,
,67414,  ,723.14,723.14,,090,Y,
,67415,  ,59.35,59.35,,000,N,
,67420,  ,909.87,909.87,,090,Y,
,67430,  ,670.90,670.90,,090,Y,
,67440,  ,658.45,658.45,,090,Y,
,67445,  ,785.16,785.16,,090,Y,
,67450,  ,684.02,684.02,,090,Y,
,67500,  ,48.46,44.24,,000,N,
,67505,  ,49.80,45.13,,000,N,
,67515,  ,53.13,49.35,,000,N,
,67550,  ,536.19,536.19,,090,N,
,67560,  ,539.08,539.08,,090,N,
,67570,  ,666.90,666.90,,090,Y,
,67599,  ,B.R.,B.R.,,090,Y,
,67700,  ,142.72,63.13,,010,N,
,67710,  ,120.49,53.13,,010,N,
,67715,  ,127.38,60.24,,010,N,
,67800,  ,69.36,57.80,,010,N,
,67801,  ,89.36,75.36,,010,N,
,67805,  ,110.93,92.48,,010,N,
,67808,  ,203.18,203.18,,090,N,
,67810,  ,120.71,52.46,,000,N,
,67820,  ,28.68,29.79,,000,N,
,67825,  ,70.69,66.69,,010,N,
,67830,  ,144.05,76.69,,010,N,
,67835,  ,244.53,244.53,,090,N,
,67840,  ,150.05,87.81,,010,N,
,67850,  ,119.82,77.36,,010,N,
,67875,  ,93.59,54.46,,000,N,
,67880,  ,248.98,202.07,,090,N,
,67882,  ,309.00,261.20,,090,N,
,67900,  ,352.12,284.32,PA,090,N,
,67901,  ,388.36,319.22,EPA,090,N,
,67902,  ,398.14,398.14,EPA,090,N,
,67903,  ,333.45,273.43,EPA,090,N,
,67904,  ,401.25,329.89,EPA,090,N,
,67906,  ,275.43,275.43,EPA,090,N,
,67908,  ,270.76,238.31,EPA,090,N,
,67909,  ,295.44,244.53,PA,090,N,
,67911,  ,309.44,309.44,,090,N,
,67912,  ,486.39,272.98,,090,N,
,67914,  ,212.96,160.28,,090,N,
,67915,  ,188.96,139.83,,090,N,
,67916,  ,294.77,239.19,,090,N,
,67917,  ,322.56,264.76,,090,N,
,67921,  ,203.40,150.72,,090,N,
,67922,  ,182.73,134.71,,090,N,
,67923,  ,312.33,259.20,,090,N,
,67924,  ,321.67,250.31,,090,N,
,67930,  ,201.18,137.60,,010,N,
,67935,  ,327.89,251.20,,090,N,
,67938,  ,130.49,63.36,,010,N,
,67950,  ,316.11,258.98,PA,090,N,
,67961,  ,316.56,253.87,,090,N,
,67966,  ,422.37,363.91,,090,N,
,67971,  ,407.25,407.25,,090,N,
,67973,  ,526.63,526.63,,090,Y,
,67974,  ,524.85,524.85,,090,Y,
,67975,  ,384.80,384.80,,090,N,
,67999,  ,B.R.,B.R.,,090,N,
,68020,  ,65.36,60.91,,010,N,
,68040,  ,36.23,30.23,,000,N,
,68100,  ,92.48,54.24,,000,N,
,68110,  ,122.49,82.03,,010,N,
,68115,  ,167.39,100.48,,010,N,
,68130,  ,287.66,220.97,,090,N,
,68135,  ,85.36,82.47,,010,N,
,68200,  ,23.12,19.34,,000,N,
,68320,  ,393.25,296.10,,090,N,
,68325,  ,365.68,365.68,,090,N,
,68326,  ,357.68,357.68,,090,N,
,68328,  ,396.36,396.36,,090,N,
,68330,  ,330.12,254.31,,090,N,
,68335,  ,359.24,359.24,,090,N,
,68340,  ,296.77,219.85,,090,N,
,68360,  ,289.88,226.97,,090,N,
,68362,  ,363.68,363.68,,090,N,
,68371,  ,221.86,221.86,PA,010,N,
,68399,  ,B.R.,B.R.,,090,N,
,68400,  ,152.05,75.58,,010,N,
,68420,  ,171.84,94.92,,010,N,
,68440,  ,58.24,53.57,,010,N,
,68500,  ,546.86,546.86,,090,N,
,68505,  ,542.63,542.63,,090,N,
,68510,  ,248.31,166.28,,000,N,
,68520,  ,375.69,375.69,,090,N,
,68525,  ,152.94,152.94,,000,N,
,68530,  ,236.08,146.50,,010,N,
,68540,  ,507.51,507.51,,090,N,
,68550,  ,612.88,612.88,,090,N,
,68700,  ,335.01,335.01,,090,N,
,68705,  ,129.60,92.25,,010,N,
,68720,  ,418.59,418.59,,090,Y,
,68745,  ,423.26,423.26,,090,Y,
,68750,  ,437.04,437.04,,090,Y,
,68760,  ,110.04,80.69,,010,N,
,68761,  ,80.03,64.91,,010,N,
,68770,  ,336.34,336.34,,090,N,
,68801,  ,66.91,58.24,,010,N,
,68810,  ,130.05,104.48,,010,N,
,68811,  ,114.04,114.04,,010,N,
,68815,  ,240.53,142.72,,010,N,
,68816,,372.35,137.83,,010,N,
,68840,  ,68.69,62.47,,010,N,
,68850,  ,36.23,33.12,,000,N,
,68899,  ,B.R.,B.R.,,090,N,
,69000,  ,102.92,67.58,,010,N,
,69005,  ,121.15,91.14,,010,N,
,69020,  ,130.49,82.03,,010,N,
,69090,  ,#,#,,000,N,
,69100,  ,59.35,28.68,,000,N,
,69105,  ,78.69,37.12,,000,N,
,69110,  ,258.09,187.84,,090,N,
,69120,  ,229.19,229.19,,090,N,
,69140,  ,499.73,499.73,,090,N,
,69145,  ,219.41,142.49,,090,N,
,69150,  ,607.77,607.77,,090,N,
,69155,  ,977.01,977.01,,090,Y,
,69200,  ,68.69,32.46,,000,N,
,69205,  ,58.46,58.46,,010,N,
,69210,  ,28.45,18.90,,000,N,
,69220,  ,77.14,36.01,,000,N,
,69222,  ,124.27,79.36,,010,N,
,69300,  ,#,#,,010,N,
,69310,  ,623.11,623.11,,090,N,
,69320,  ,885.64,885.64,,090,Y,
,69399,  ,B.R.,B.R.,,090,N,
,69400,  ,80.69,35.79,,000,N,
,69401,  ,47.13,28.68,,000,N,
,69405,  ,148.27,112.48,,010,N,
,69420,  ,108.04,69.58,,010,N,
,69421,  ,87.14,87.14,,010,N,
,69424,  ,72.47,36.01,,000,N,
,69433,  ,112.71,75.14,,010,N,
,69436,  ,94.26,94.26,,010,N,
,69440,  ,394.36,394.36,,090,N,
,69450,  ,310.11,310.11,,090,N,
,69501,  ,422.59,422.59,,090,N,
,69502,  ,561.97,561.97,,090,N,
,69505,  ,692.91,692.91,,090,N,
,69511,  ,712.25,712.25,,090,N,
,69530,  ,959.45,959.45,,090,Y,
,69535,  ,"1,559.21","1,559.21",,090,N,
,69540,  ,117.60,73.14,,010,N,
,69550,  ,599.32,599.32,,090,Y,
,69552,  ,911.87,911.87,,090,Y,
,69554,  ,"1,441.17","1,441.17",,090,Y,
,69601,  ,605.99,605.99,,090,N,
,69602,  ,629.78,629.78,,090,N,
,69603,  ,731.37,731.37,,090,N,
,69604,  ,648.23,648.23,,090,N,
,69605,  ,904.32,904.32,,090,Y,
,69610,  ,224.08,172.50,,010,N,
,69620,  ,395.03,282.32,,090,N,
,69631,  ,507.07,507.07,,090,N,
,69632,  ,621.55,621.55,,090,N,
,69633,  ,599.77,599.77,,090,N,
,69635,  ,702.02,702.02,,090,N,
,69636,  ,796.28,796.28,,090,N,
,69637,  ,793.17,793.17,,090,N,
,69641,  ,601.99,601.99,,090,N,
,69642,  ,775.38,775.38,,090,N,
,69643,  ,708.25,708.25,,090,N,
,69644,  ,856.30,856.30,,090,N,
,69645,  ,839.18,839.18,,090,N,
,69646,  ,892.09,892.09,,090,N,
,69650,  ,459.72,459.72,,090,N,
,69660,  ,537.97,537.97,,090,N,
,69661,  ,702.47,702.47,,090,N,
,69662,  ,673.57,673.57,,090,N,
,69666,  ,465.27,465.27,,090,N,
,69667,  ,466.61,466.61,,090,N,
,69670,  ,544.86,544.86,,090,Y,
,69676,  ,479.28,479.28,,090,N,
,69700,  ,399.03,399.03,,090,N,
,69710,  ,#,#,,000,N,
,69711,  ,#,#,,090,Y,
,69714,  ,626.00,626.00,PA,090,N,
,69715,  ,777.83,777.83,PA,090,N,
,69717,  ,664.01,664.01,PA,090,N,
,69718,  ,786.72,786.72,PA,090,N,
,69720,  ,679.57,679.57,,090,N,
,69725,  ,"1,101.05","1,101.05",,090,Y,
,69740,  ,682.24,682.24,,090,Y,
,69745,  ,726.92,726.92,,090,Y,
,69799,  ,B.R.,B.R.,,090,N,
,69801,  ,431.71,431.71,,090,N,
,69802,  ,603.77,603.77,,090,Y,
,69805,  ,613.99,613.99,,090,Y,
,69806,  ,549.75,549.75,,090,N,
,69820,  ,497.95,497.95,,090,Y,
,69840,  ,523.52,523.52,,090,Y,
,69905,  ,531.74,531.74,,090,N,
,69910,  ,594.87,594.87,,090,N,
,69915,  ,878.97,878.97,,090,Y,
P/L,69930,  ,721.36,721.36,EPA/PA,090,N,Covered for 0-20 years of age only
,69949,  ,B.R.,B.R.,,090,N,
,69950,  ,"1,059.48","1,059.48",,090,Y,
,69955,  ,"1,161.96","1,161.96",,090,Y,
,69960,  ,"1,131.28","1,131.28",,090,Y,
,69970,  ,"1,261.55","1,261.55",,090,Y,
,69979,  ,B.R.,B.R.,,090,N,
,69990,  ,123.82,123.82,,000,Y,
,70010,  ,98.48,98.48,,000,N,
,70010,TC,60.47,60.47,,000,N,
,70010,26,38.01,38.01,,000,N,
,70015,  ,86.03,86.03,,000,N,
,70015,TC,49.13,49.13,,000,N,
,70015,26,36.90,36.90,,000,N,
,70030,  ,16.89,16.89,,000,N,
,70030,TC,11.56,11.56,,000,N,
,70030,26,5.34,5.34,,000,N,
,70100,  ,18.45,18.45,,000,N,
,70100,TC,12.89,12.89,,000,N,
,70100,26,5.56,5.56,,000,N,
,70110,  ,23.34,23.34,,000,N,
,70110,TC,15.56,15.56,,000,N,
,70110,26,7.78,7.78,,000,N,
,70120,  ,20.01,20.01,,000,N,
,70120,TC,14.45,14.45,,000,N,
,70120,26,5.56,5.56,,000,N,
,70130,  ,32.46,32.46,,000,N,
,70130,TC,22.01,22.01,,000,N,
,70130,26,10.45,10.45,,000,N,
,70134,  ,27.34,27.34,,000,N,
,70134,TC,16.89,16.89,,000,N,
,70134,26,10.45,10.45,,000,N,
,70140,  ,17.34,17.34,,000,N,
,70140,TC,11.56,11.56,,000,N,
,70140,26,5.78,5.78,,000,N,
,70150,  ,24.90,24.90,,000,N,
,70150,TC,16.89,16.89,,000,N,
,70150,26,8.00,8.00,,000,N,
,70160,  ,19.12,19.12,,000,N,
,70160,TC,13.78,13.78,,000,N,
,70160,26,5.34,5.34,,000,N,
,70170,  ,B.R.,B.R.,,000,N,
,70170,TC,B.R.,B.R.,,000,N,
,70170,26,9.34,9.34,,000,N,
,70190,  ,20.90,20.90,,000,N,
,70190,TC,14.45,14.45,,000,N,
,70190,26,6.45,6.45,,000,N,
,70200,  ,25.79,25.79,,000,N,
,70200,TC,17.12,17.12,,000,N,
,70200,26,8.67,8.67,,000,N,
,70210,  ,17.78,17.78,,000,N,
,70210,TC,12.45,12.45,,000,N,
,70210,26,5.34,5.34,,000,N,
,70220,  ,22.90,22.90,,000,N,
,70220,TC,15.34,15.34,,000,N,
,70220,26,7.56,7.56,,000,N,
,70240,  ,17.56,17.56,,000,N,
,70240,TC,11.56,11.56,,000,N,
,70240,26,6.00,6.00,,000,N,
,70250,  ,21.34,21.34,,000,N,
,70250,TC,14.00,14.00,,000,N,
,70250,26,7.34,7.34,,000,N,
,70260,  ,27.79,27.79,,000,N,
,70260,TC,17.56,17.56,,000,N,
,70260,26,10.23,10.23,,000,N,
,70300,  ,8.45,8.45,,000,N,
,70300,TC,5.11,5.11,,000,N,
,70300,26,3.33,3.33,,000,N,
,70310,  ,21.12,21.12,,000,N,
,70310,TC,15.78,15.78,,000,N,
,70310,26,5.34,5.34,,000,N,
,70320,  ,28.68,28.68,,000,N,
,70320,TC,21.56,21.56,,000,N,
,70320,26,7.11,7.11,,000,N,
,70328,  ,17.78,17.78,,000,N,
,70328,TC,12.23,12.23,,000,N,
,70328,26,5.56,5.56,,000,N,
,70330,  ,27.79,27.79,,000,N,
,70330,TC,20.23,20.23,,000,N,
,70330,26,7.56,7.56,,000,N,
,70332,  ,49.57,49.57,,000,N,
,70332,TC,32.90,32.90,,000,N,
,70332,26,16.67,16.67,,000,N,
,70336,  ,273.87,273.87,,000,N,
,70336,TC,228.52,228.52,,000,N,
,70336,26,45.35,45.35,,000,N,
,70350,  ,12.45,12.45,,000,N,
,70350,TC,6.89,6.89,,000,N,
,70350,26,5.56,5.56,,000,N,
,70355,  ,13.12,13.12,,000,N,
,70355,TC,6.67,6.67,,000,N,
,70355,26,6.45,6.45,,000,N,
,70360,  ,16.23,16.23,,000,N,
,70360,TC,10.89,10.89,,000,N,
,70360,26,5.34,5.34,,000,N,
,70370,  ,44.90,44.90,,000,N,
,70370,TC,35.35,35.35,,000,N,
,70370,26,9.78,9.78,,000,N,
,70371,  ,56.24,56.24,,000,N,
,70371,TC,31.12,31.12,,000,N,
,70371,26,25.12,25.12,,000,N,
,70373,  ,47.13,47.13,,000,N,
,70373,TC,34.46,34.46,,000,N,
,70373,26,12.89,12.89,,000,N,
,70380,  ,22.23,22.23,,000,N,
,70380,TC,16.67,16.67,,000,N,
,70380,26,5.56,5.56,,000,N,
,70390,  ,58.24,58.24,,000,N,
,70390,TC,46.46,46.46,,000,N,
,70390,26,11.78,11.78,,000,N,
,70450,  ,118.71,118.71,,000,N,
,70450,TC,92.70,92.70,,000,N,
,70450,26,26.23,26.23,,000,N,
,70460,  ,154.50,154.50,,000,N,
,70460,TC,119.60,119.60,,000,N,
,70460,26,34.90,34.90,,000,N,
,70470,  ,186.51,186.51,,000,N,
,70470,TC,147.38,147.38,,000,N,
,70470,26,39.12,39.12,,000,N,
,70480,  ,185.62,185.62,,000,N,
,70480,TC,146.27,146.27,,000,N,
,70480,26,39.35,39.35,,000,N,
,70481,  ,215.41,215.41,,000,N,
,70481,TC,172.95,172.95,,000,N,
,70481,26,42.46,42.46,,000,N,
,70482,  ,245.64,245.64,,000,N,
,70482,TC,200.96,200.96,,000,N,
,70482,26,44.68,44.68,,000,N,
,70486,  ,155.83,155.83,,000,N,
,70486,TC,120.71,120.71,,000,N,
,70486,26,35.12,35.12,,000,N,
,70487,  ,187.84,187.84,,000,N,
,70487,TC,147.83,147.83,,000,N,
,70487,26,40.01,40.01,,000,N,
,70488,  ,228.52,228.52,,000,N,
,70488,TC,184.73,184.73,,000,N,
,70488,26,43.79,43.79,,000,N,
,70490,  ,154.05,154.05,,000,N,
,70490,TC,114.48,114.48,,000,N,
,70490,26,39.57,39.57,,000,N,
,70491,  ,184.73,184.73,,000,N,
,70491,TC,142.27,142.27,,000,N,
,70491,26,42.46,42.46,,000,N,
,70492,  ,223.63,223.63,,000,N,
,70492,TC,178.95,178.95,,000,N,
,70492,26,44.68,44.68,,000,N,
,70496,  ,388.80,388.80,,000,N,
,70496,TC,334.56,334.56,,000,N,
,70496,26,54.02,54.02,,000,N,
,70498,  ,389.25,389.25,,000,N,
,70498,TC,335.01,335.01,,000,N,
,70498,26,54.02,54.02,,000,N,
,70540,  ,301.22,301.22,,000,N,
,70540,TC,259.65,259.65,,000,N,
,70540,26,41.57,41.57,,000,N,
,70542,  ,334.56,334.56,,000,N,
,70542,TC,284.99,284.99,,000,N,
,70542,26,49.57,49.57,,000,N,
,70543,  ,451.05,451.05,,000,N,
,70543,TC,385.25,385.25,,000,N,
,70543,26,66.02,66.02,,000,N,
,70544,  ,356.12,356.12,,000,N,
,70544,TC,319.22,319.22,,000,N,
,70544,26,36.90,36.90,,000,N,
,70545,  ,354.12,354.12,,000,N,
,70545,TC,317.22,317.22,,000,N,
,70545,26,36.90,36.90,,000,N,
,70546,  ,562.64,562.64,,000,N,
,70546,TC,507.29,507.29,,000,N,
,70546,26,55.35,55.35,,000,N,
,70547,  ,355.24,355.24, ,000,N,
,70547,TC,318.33,318.33,,000,N,
,70547,26,36.90,36.90, ,000,N,
,70548,  ,370.80,370.80,,000,N,
,70548,TC,333.89,333.89,,000,N,
,70548,26,36.90,36.90,,000,N,
,70549,  ,562.42,562.42,,000,N,
,70549,TC,507.29,507.29,,000,N,
,70549,26,55.13,55.13,,000,N,
,70551,  ,309.66,309.66,,000,N,
,70551,TC,264.09,264.09,,000,N,
,70551,26,45.57,45.57,,000,N,
,70552,  ,345.90,345.90,,000,N,
,70552,TC,290.99,290.99,,000,N,
,70552,26,54.91,54.91,,000,N,
,70553,  ,447.27,447.27,,000,N,
,70553,TC,374.58,374.58,,000,N,
,70553,26,72.47,72.47,,000,N,
,70554,,#,#,,000,N,
,70554,TC,#,#,,000,N,
,70554,26,#,#,,000,N,
,70555,,#,#,,000,N,
,70555,TC,#,#,,000,N,
,70555,26,#,#,,000,N,
,70557,  ,B.R.,B.R.,,000,N,
,70557,TC,B.R.,B.R.,,000,N,
,70557,26,102.92,102.92,,000,N,
,70558,  ,B.R.,B.R.,,000,N,
,70558,TC,B.R.,B.R.,,000,N,
,70558,26,100.04,100.04,,000,N,
,70559,  ,B.R.,B.R.,,000,N,
,70559,TC,B.R.,B.R.,,000,N,
,70559,26,101.81,101.81,,000,N,
,71010,  ,14.23,14.23,,000,N,
,71010,TC,8.67,8.67,,000,N,
,71010,26,5.56,5.56,,000,N,
,71015,  ,17.78,17.78,,000,N,
,71015,TC,11.34,11.34,,000,N,
,71015,26,6.45,6.45,,000,N,
,71020,  ,18.67,18.67,,000,N,
,71020,TC,11.78,11.78,,000,N,
,71020,26,6.89,6.89,,000,N,
,71021,  ,22.45,22.45,,000,N,
,71021,TC,14.23,14.23,,000,N,
,71021,26,8.23,8.23,,000,N,
,71022,  ,27.34,27.34,,000,N,
,71022,TC,17.78,17.78,,000,N,
,71022,26,9.56,9.56,,000,N,
,71023,  ,40.01,40.01,,000,N,
,71023,TC,28.23,28.23,,000,N,
,71023,26,12.00,12.00,,000,N,
,71030,  ,27.34,27.34,,000,N,
,71030,TC,17.78,17.78,,000,N,
,71030,26,9.56,9.56,,000,N,
,71034,  ,52.91,52.91,,000,N,
,71034,TC,38.24,38.24,,000,N,
,71034,26,14.89,14.89,,000,N,
,71035,  ,20.67,20.67,,000,N,
,71035,TC,14.89,14.89,,000,N,
,71035,26,5.78,5.78,,000,N,
,71040,  ,56.24,56.24,,000,N,
,71040,TC,38.90,38.90,,000,N,
,71040,26,17.56,17.56,,000,N,
,71060,  ,82.70,82.70,,000,N,
,71060,TC,60.02,60.02,,000,N,
,71060,26,22.90,22.90,,000,N,
,71090,  ,B.R.,B.R.,,000,N,
,71090,TC,B.R.,B.R.,,000,N,
,71090,26,17.78,17.78,,000,N,
,71100,  ,19.34,19.34,,000,N,
,71100,TC,12.45,12.45,,000,N,
,71100,26,6.89,6.89,,000,N,
,71101,  ,23.12,23.12,,000,N,
,71101,TC,14.89,14.89,,000,N,
,71101,26,8.23,8.23,,000,N,
,71110,  ,23.79,23.79,,000,N,
,71110,TC,15.56,15.56,,000,N,
,71110,26,8.23,8.23,,000,N,
,71111,  ,30.68,30.68,,000,N,
,71111,TC,20.90,20.90,,000,N,
,71111,26,9.78,9.78,,000,N,
,71120,  ,19.12,19.12,,000,N,
,71120,TC,12.89,12.89,,000,N,
,71120,26,6.22,6.22,,000,N,
,71130,  ,22.01,22.01,,000,N,
,71130,TC,15.12,15.12,,000,N,
,71130,26,6.89,6.89,,000,N,
,71250,  ,155.83,155.83,,000,N,
,71250,TC,119.82,119.82,,000,N,
,71250,26,35.79,35.79,,000,N,
,71260,  ,186.95,186.95,,000,N,
,71260,TC,148.50,148.50,,000,N,
,71260,26,38.24,38.24,,000,N,
,71270,  ,230.08,230.08,,000,N,
,71270,TC,187.62,187.62,,000,N,
,71270,26,42.46,42.46,,000,N,
,71275,  ,306.11,306.11,,000,N,
,71275,TC,246.75,246.75,,000,N,
,71275,26,59.13,59.13,,000,N,
,71550,  ,337.45,337.45,,000,N,
,71550,TC,292.55,292.55,,000,N,
,71550,26,44.90,44.90,,000,N,
,71551,  ,378.80,378.80,,000,N,
,71551,TC,325.89,325.89,,000,N,
,71551,26,52.91,52.91,,000,N,
,71552,  ,512.18,512.18,,000,N,
,71552,TC,442.60,442.60,,000,N,
,71552,26,69.80,69.80,,000,N,
,71555,  ,359.24,359.24,,000,N,
,71555,TC,302.99,302.99,,000,N,
,71555,26,56.02,56.02,,000,N,
,72010,  ,42.01,42.01,,000,N,
,72010,TC,28.45,28.45,,000,N,
,72010,26,13.56,13.56,,000,N,
,72020,  ,14.23,14.23,,000,N,
,72020,TC,9.34,9.34,,000,N,
,72020,26,4.89,4.89,,000,N,
,72040,  ,22.23,22.23,,000,N,
,72040,TC,15.12,15.12,,000,N,
,72040,26,6.89,6.89,,000,N,
,72050,  ,30.90,30.90,,000,N,
,72050,TC,21.12,21.12,,000,N,
,72050,26,9.56,9.56,,000,N,
,72052,  ,38.68,38.68,,000,N,
,72052,TC,27.57,27.57,,000,N,
,72052,26,11.12,11.12,,000,N,
,72069,  ,21.12,21.12,,000,N,
,72069,TC,14.23,14.23,,000,N,
,72069,26,6.89,6.89,,000,N,
,72070,  ,19.78,19.78,,000,N,
,72070,TC,12.89,12.89,,000,N,
,72070,26,6.89,6.89,,000,N,
,72072,  ,22.45,22.45,,000,N,
,72072,TC,15.56,15.56,,000,N,
,72072,26,6.89,6.89,,000,N,
,72074,  ,26.23,26.23,,000,N,
,72074,TC,19.34,19.34,,000,N,
,72074,26,6.89,6.89,,000,N,
,72080,  ,20.90,20.90,,000,N,
,72080,TC,14.00,14.00,,000,N,
,72080,26,6.89,6.89,,000,N,
,72090,  ,28.23,28.23,,000,N,
,72090,TC,19.12,19.12,,000,N,
,72090,26,9.11,9.11,,000,N,
,72100,  ,23.34,23.34,,000,N,
,72100,TC,16.23,16.23,,000,N,
,72100,26,6.89,6.89,,000,N,
,72110,  ,32.01,32.01,,000,N,
,72110,TC,22.23,22.23,,000,N,
,72110,26,9.56,9.56,,000,N,
,72114,  ,42.46,42.46,,000,N,
,72114,TC,31.12,31.12,,000,N,
,72114,26,11.34,11.34,,000,N,
,72120,  ,29.12,29.12,,000,N,
,72120,TC,22.01,22.01,,000,N,
,72120,26,6.89,6.89,,000,N,
,72125,  ,156.28,156.28,,000,N,
,72125,TC,120.26,120.26,,000,N,
,72125,26,35.79,35.79,,000,N,
,72126,  ,186.73,186.73,,000,N,
,72126,TC,148.94,148.94,,000,N,
,72126,26,37.57,37.57,,000,N,
,72127,  ,226.30,226.30,,000,N,
,72127,TC,187.40,187.40,,000,N,
,72127,26,38.90,38.90,,000,N,
,72128,  ,155.83,155.83,,000,N,
,72128,TC,119.82,119.82,,000,N,
,72128,26,35.79,35.79,,000,N,
,72129,  ,186.73,186.73,,000,N,
,72129,TC,148.94,148.94,,000,N,
,72129,26,37.57,37.57,,000,N,
,72130,  ,227.19,227.19,,000,N,
,72130,TC,188.07,188.07,,000,N,
,72130,26,39.12,39.12,,000,N,
,72131,  ,155.61,155.61,,000,N,
,72131,TC,119.60,119.60,,000,N,
,72131,26,35.79,35.79,,000,N,
,72132,  ,186.29,186.29,,000,N,
,72132,TC,148.50,148.50,,000,N,
,72132,26,37.57,37.57,,000,N,
,72133,  ,226.75,226.75,,000,N,
,72133,TC,187.62,187.62,,000,N,
,72133,26,39.12,39.12,,000,N,
,72141,  ,281.65,281.65,,000,N,
,72141,TC,232.53,232.53,,000,N,
,72141,26,49.13,49.13,,000,N,
,72142,  ,349.90,349.90,,000,N,
,72142,TC,290.99,290.99,,000,N,
,72142,26,58.91,58.91,,000,N,
,72146,  ,287.43,287.43,,000,N,
,72146,TC,238.08,238.08,,000,N,
,72146,26,49.13,49.13,,000,N,
,72147,  ,317.89,317.89,,000,N,
,72147,TC,258.76,258.76,,000,N,
,72147,26,59.13,59.13,,000,N,
,72148,  ,283.65,283.65,,000,N,
,72148,TC,237.86,237.86,,000,N,
,72148,26,45.79,45.79,,000,N,
,72149,  ,345.01,345.01,,000,N,
,72149,TC,290.10,290.10,,000,N,
,72149,26,54.91,54.91,,000,N,
,72156,  ,448.16,448.16,,000,N,
,72156,TC,368.80,368.80,,000,N,
,72156,26,79.36,79.36,,000,N,
,72157,  ,423.70,423.70,,000,N,
