productid	productndc	producttypename	proprietaryname	proprietarynamesuffix	nonproprietaryname	dosageformname	routename	startmarketingdate	endmarketingdate	marketingcategoryname	applicationnumber	labelername	substancename	active_numerator_strength	active_ingred_unit	pharm_classes	deaschedule	ndcpackagecode	packagedescription	fmtPackageCode
55714-2323_4afffeaf-4d01-655c-eb48-ff575d346e19	55714-2323	HUMAN OTC DRUG	Morning Sickness		Bismuthum metallicum, Bryonia, Cimicifuga, Gossypium herbaceum, Ipecac., Kreosotum, Lycopodium, Mag. carb., Nux vom., Pulsatilla, Sepia, Symphoricarpus racemosus, Tabacum, Zingiber, Chamomilla, Hydrastis, Iris versicolor	PELLET	ORAL	20110301	NA	UNAPPROVED HOMEOPATHIC		Newton Laboratories, Inc.	BISMUTH; BLACK COHOSH; BRYONIA ALBA ROOT; GINGER; GOLDENSEAL; GOSSYPIUM HERBACEUM ROOT BARK; IPECAC; IRIS VERSICOLOR ROOT; LYCOPODIUM CLAVATUM SPORE; MAGNESIUM CARBONATE; MATRICARIA RECUTITA; PULSATILLA VULGARIS; SEPIA OFFICINALIS JUICE; STRYCHNOS NUX-VOMICA SEED; SYMPHORICARPOS ALBUS FRUIT; TOBACCO LEAF; WOOD CREOSOTE	15; 15; 15; 15; 3; 15; 15; 3; 15; 15; 3; 15; 15; 15; 15; 15; 15	[hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g; [hp_X]/g			55714-2323-2	56.7 g in 1 BOTTLE, GLASS (55714-2323-2) 	5-4-1 format
57520-0164_dc25b5ef-d8df-4919-a7d6-e1aa799185e1	57520-0164	HUMAN OTC DRUG	Candida Alb		Candida albicans,	LIQUID	ORAL	20101008	NA	UNAPPROVED HOMEOPATHIC		Apotheca Company	CANDIDA ALBICANS	60	[hp_X]/mL			57520-0164-1	30 mL in 1 BOTTLE, DROPPER (57520-0164-1) 	5-4-1 format
57598-888_7a445838-8ad4-45f5-84d8-095ba08c4211	57598-888	HUMAN OTC DRUG	Ultra Balm		Menthol and Methyl Salicylate	OINTMENT	TOPICAL	20130801	NA	OTC MONOGRAPH NOT FINAL	part348	Ling Nam Medicine Factory (H.K.) Ltd.	MENTHOL; METHYL SALICYLATE	140; 232	mg/g; mg/g			57598-888-07	1 JAR in 1 CARTON (57598-888-07)  > 19.8 g in 1 JAR	5-3-2 format
57627-140_d6dd4f09-b404-4276-9ec1-5104f4d1fb1f	57627-140	HUMAN OTC DRUG	Natural Smart Finish Makeup SPF 18	Merle Norman	Titanium Dioxide	CREAM	TOPICAL	20120919	NA	OTC MONOGRAPH NOT FINAL	part352	Merle Norman	TITANIUM DIOXIDE	2.25	g/13g			57627-140-02	1 CONTAINER in 1 CARTON (57627-140-02)  > 13 g in 1 CONTAINER (57627-140-01) 	5-3-2 format
57664-108_ead552c7-f8b0-459f-9130-1da857c7b1ed	57664-108	HUMAN PRESCRIPTION DRUG	promethazine hydrochloride		promethazine hydrochloride	TABLET	ORAL	20090127	NA	ANDA	ANDA040863	Caraco Pharmaceutical Laboratories, Ltd.	PROMETHAZINE HYDROCHLORIDE	25	mg/1	Phenothiazine [EPC],Phenothiazines [Chemical/Ingredient]		57664-108-18	1000 TABLET in 1 BOTTLE (57664-108-18) 	5-3-2 format
57817-300_3f1e61d0-49ea-4d8d-ae28-7de4c24ae086	57817-300	HUMAN OTC DRUG	SPF 30 Sunscreen		OCTINOXATE OXYBENZONE Octisalate	SPRAY	TOPICAL	20130418	NA	OTC MONOGRAPH NOT FINAL	part352	Hangzhou Haorun Technology CO.,LTD.	OCTINOXATE; OCTISALATE; OXYBENZONE	6; 5; 4	g/100g; g/100g; g/100g			57817-300-27	6 g in 1 PACKAGE (57817-300-27) 	5-3-2 format
58118-0461_6f2f77a7-f719-477f-8b66-34e728198182	58118-0461	HUMAN PRESCRIPTION DRUG	Glipizide		Glipizide	TABLET	ORAL	19950227	NA	ANDA	ANDA074223	Clinical Solutions Wholesale	GLIPIZIDE	10	mg/1	Sulfonylurea [EPC],Sulfonylurea Compounds [Chemical/Ingredient]		58118-0461-0	1 TABLET in 1 PACKET (58118-0461-0) 	5-4-1 format
58118-1345_6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835	58118-1345	HUMAN PRESCRIPTION DRUG	Levothyroxine Sodium		Levothyroxine Sodium	TABLET	ORAL	20031201	NA	NDA	NDA021210	Clinical Solutions Wholesale	LEVOTHYROXINE SODIUM	.1	mg/1	l-Thyroxine [EPC],Thyroxine [Chemical/Ingredient]		58118-1345-0	1 TABLET in 1 PACKET (58118-1345-0) 	5-4-1 format
58118-2108_eacca660-72a6-4a47-b282-a50d9fcc521a	58118-2108	HUMAN PRESCRIPTION DRUG	Amlodipine Besylate		amlodipine besylate	TABLET	ORAL	20100407	NA	ANDA	ANDA078414	Clinical Solutions Wholesale	AMLODIPINE BESYLATE	2.5	mg/1	Calcium Channel Antagonists [MoA],Dihydropyridine Calcium Channel Blocker [EPC],Dihydropyridines [Chemical/Ingredient]		58118-2108-3	30 TABLET in 1 BOTTLE, PLASTIC (58118-2108-3) 	5-4-1 format
58496-601_b6a95592-4290-4497-8fd9-b59ce978fd24	58496-601	HUMAN OTC DRUG	Instant Hand Sanitizer		ALCOHOL	GEL	TOPICAL	20130606	NA	OTC MONOGRAPH NOT FINAL	part333A	Harmon Stores Inc	ALCOHOL	620	mg/mL			58496-601-02	59 mL in 1 BOTTLE (58496-601-02) 	5-3-2 format
59088-740_63030485-b4fb-4759-ba7a-3e94fbe8fcdb	59088-740	HUMAN OTC DRUG	Body Essence Raspberry Antibacterial		Triclosan	LOTION	TOPICAL	20091228	NA	OTC MONOGRAPH NOT FINAL	part333A	PureTek Corporation	TRICLOSAN	1.7	uL/mL			59088-740-05	59 mL in 1 TUBE (59088-740-05) 	5-3-2 format
59387-001_cdf14795-54e6-4ed4-a8f5-7163cb1a1f1d	59387-001	HUMAN PRESCRIPTION DRUG	OXYGEN		OXYGEN	GAS	RESPIRATORY (INHALATION)	19800101	NA	UNAPPROVED MEDICAL GAS		A-Welders and Medical Supply, Inc	OXYGEN	99	L/100L			59387-001-07	7600 L in 1 CYLINDER (59387-001-07) 	5-3-2 format
60289-050_dd4b7f02-04d9-47da-8145-b41440ca0978	60289-050	HUMAN OTC DRUG	AHAVA ACTIVE DEADSEA MINERALS	Mineral Suncare spf 50	OCTOCRYLENE	CREAM	TOPICAL	20120201	NA	OTC MONOGRAPH NOT FINAL	part352	AHAVA - Dead Sea Laboratories Ltd.	AVOBENZONE; ENSULIZOLE; OCTISALATE; OCTOCRYLENE; TITANIUM DIOXIDE	7.5; 2.5; 12.5; 25; 12.5	mL/250mL; mL/250mL; mL/250mL; mL/250mL; mL/250mL			60289-050-50	250 mL in 1 BOTTLE (60289-050-50) 	5-3-2 format
60429-509_b65a0c2a-7b08-4744-8f50-a76ca47fc725	60429-509	HUMAN PRESCRIPTION DRUG	HYDROCODONE BITARTRATE AND ACETAMINOPHEN		HYDROCODONE BITARTRATE AND ACETAMINOPHEN	TABLET	ORAL	20110519	NA	ANDA	ANDA040084	Golden State Medical Supply, Inc.	ACETAMINOPHEN; HYDROCODONE BITARTRATE	500; 5	mg/1; mg/1	Opioid Agonist [EPC],Opioid Agonists [MoA]	CIII	60429-509-60	60 TABLET in 1 BOTTLE (60429-509-60) 	5-3-2 format
60505-0181_f19bb894-c767-21f7-431f-57d5dfc65bc9	60505-0181	HUMAN PRESCRIPTION DRUG	Sertraline Hydrochloride		Sertraline Hydrochloride	TABLET, FILM COATED	ORAL	20070206	NA	ANDA	ANDA076882	Apotex Corp	SERTRALINE HYDROCHLORIDE	50	mg/1	Serotonin Reuptake Inhibitor [EPC],Serotonin Uptake Inhibitors [MoA]		60505-0181-2	180 TABLET, FILM COATED in 1 BOTTLE (60505-0181-2) 	5-4-1 format
60505-2545_026ed15d-c1ff-cbc9-6d3c-2ce9acf5c66f	60505-2545	HUMAN PRESCRIPTION DRUG	Zonisamide		Zonisamide	CAPSULE	ORAL	20051222	NA	ANDA	ANDA077642	Apotex Corp.	ZONISAMIDE	25	mg/1	Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]		60505-2545-9	90 CAPSULE in 1 BOTTLE (60505-2545-9) 	5-4-1 format
60660-7781_a01ec4f5-30ec-41c1-9ea0-eaa5b301af94	60660-7781	HUMAN OTC DRUG	Antiox		Calendula officinalis and natrum muriaticum	SUPPOSITORY	VAGINAL	20090930	NA	UNAPPROVED HOMEOPATHIC		Wise Woman Herbals	CALENDULA OFFICINALIS FLOWERING TOP; SODIUM CHLORIDE	6; 6	[hp_X]/1; [hp_X]/1			60660-7781-2	36 CONTAINER in 1 CANISTER (60660-7781-2)  > 1 SUPPOSITORY in 1 CONTAINER	5-4-1 format
62037-695_0f490ac8-098e-4677-becc-1887794dad21	62037-695	HUMAN PRESCRIPTION DRUG	Diltiazem Hydrochloride		Diltiazem Hydrochloride	TABLET, EXTENDED RELEASE	ORAL	20100315	NA	ANDA	ANDA077686	Watson Pharma, Inc.	DILTIAZEM HYDROCHLORIDE	420	mg/1	Calcium Channel Antagonists [MoA],Calcium Channel Blocker [EPC]		62037-695-90	90 TABLET, EXTENDED RELEASE in 1 BOTTLE, PLASTIC (62037-695-90) 	5-3-2 format
62581-1234_77db6169-d859-4799-ad3e-d637056ac54d	62581-1234	HUMAN PRESCRIPTION DRUG	OXYGEN		OXYGEN	GAS	RESPIRATORY (INHALATION)	19790101	NA	UNAPPROVED MEDICAL GAS		Dubois Medical Supply Company, Inc	OXYGEN	99	L/100L			62581-1234-8	682 L in 1 CYLINDER (62581-1234-8) 	5-4-1 format
62670-3609_0e804d58-4598-4f94-8477-c153212ad136	62670-3609	HUMAN OTC DRUG	Anti-Bacterial Moisturizing Hand Soap	Nectarine Mint	Triclosan	SOAP	TOPICAL	20100101	NA	OTC MONOGRAPH NOT FINAL	part333	Bath & Body Works, Inc.	TRICLOSAN	3	mg/g			62670-3609-3	236 g in 1 BOTTLE, PUMP (62670-3609-3) 	5-4-1 format
62670-3674_f677f212-3912-4dbb-b90b-ab3864920b09	62670-3674	HUMAN OTC DRUG	Anti-Bacterial Hand	Island Nectar	ALCOHOL	GEL	TOPICAL	20100101	NA	OTC MONOGRAPH NOT FINAL	part333E	Bath & Body Works, Inc.	ALCOHOL	68	mL/100mL			62670-3674-0	29 mL in 1 BOTTLE (62670-3674-0) 	5-4-1 format
62670-4047_014cee38-aafc-4eca-92c3-f101b127b8bb	62670-4047	HUMAN OTC DRUG	Anti-Bacterial Gentle Foaming Hand	Fresh Picked Apples	Triclosan	SOAP	TOPICAL	20110711	NA	OTC MONOGRAPH NOT FINAL	part333E	Bath & Body Works, Inc.	TRICLOSAN	3	mg/g			62670-4047-3	263 g in 1 BOTTLE, PUMP (62670-4047-3) 	5-4-1 format
62670-4267_2ddac219-533a-43f0-89f5-91e3474ffdbc	62670-4267	HUMAN OTC DRUG	Anti-Bacterial Moisturizing Hand	Fresh Picked Tangerine	Triclosan	SOAP	TOPICAL	20120312	NA	OTC MONOGRAPH NOT FINAL	part333E	Bath & Body Works, Inc.	TRICLOSAN	3	mg/g			62670-4267-3	236 g in 1 BOTTLE, PUMP (62670-4267-3) 	5-4-1 format
62756-183_72a87f55-fdb0-413f-b6e1-80112f6e6c1f	62756-183	HUMAN PRESCRIPTION DRUG	Oxcarbazepine		Oxcarbazepine	TABLET, FILM COATED	ORAL	20071009	NA	ANDA	ANDA077794	Sun Pharmaceutical Industries Limited	OXCARBAZEPINE	150	mg/1	Anti-epileptic Agent [EPC],Decreased Central Nervous System Disorganized Electrical Activity [PE]		62756-183-88	100 TABLET, FILM COATED in 1 BOTTLE (62756-183-88) 	5-3-2 format
63354-330_be4f2118-dcfb-4fcb-a4a1-93781e05e597	63354-330	HUMAN OTC DRUG	BANANA BOAT		AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE	LOTION	TOPICAL	20120111	NA	OTC MONOGRAPH NOT FINAL	part352	Energizer Personal Care LLC	AVOBENZONE; HOMOSALATE; OCTISALATE; OCTOCRYLENE; OXYBENZONE	1; 10; 5; .8; 4	g/100g; g/100g; g/100g; g/100g; g/100g			63354-330-22	88.71 g in 1 TUBE (63354-330-22) 	5-3-2 format
63629-1284_3a6e48f8-d847-4168-97a0-c007fdab52cc	63629-1284	HUMAN PRESCRIPTION DRUG	Clarithromycin		Clarithromycin	TABLET, EXTENDED RELEASE	ORAL	20090530	NA	ANDA	ANDA065154	bryant ranch prepack	CLARITHROMYCIN	500	mg/1	Macrolide Antimicrobial [EPC],Macrolides [Chemical/Ingredient]		63629-1284-3	30 TABLET, EXTENDED RELEASE in 1 BOTTLE (63629-1284-3) 	5-4-1 format
63629-2573_9bbe9b70-5747-4fbb-b6c4-b52533ab946c	63629-2573	HUMAN PRESCRIPTION DRUG	Isosorbide Dinitrate		Isosorbide Dinitrate	TABLET	ORAL	19781201	NA	ANDA	ANDA086066	Bryant Ranch Prepack	ISOSORBIDE DINITRATE	10	mg/1	Nitrate Vasodilator [EPC],Nitrates [Chemical/Ingredient],Vasodilation [PE]		63629-2573-3	100 TABLET in 1 BOTTLE (63629-2573-3) 	5-4-1 format
63629-2945_7a7e65ab-d1df-477e-b163-b7e211eb4c0b	63629-2945	HUMAN PRESCRIPTION DRUG	Acetaminophen and Codeine Phosphate		Acetaminophen and Codeine Phosphate	TABLET	ORAL	19900930	NA	ANDA	ANDA088627	Bryant Ranch Prepack	ACETAMINOPHEN; CODEINE PHOSPHATE	300; 15	mg/1; mg/1	Full Opioid Agonists [MoA],Opioid Agonist [EPC]	CIII	63629-2945-3	30 TABLET in 1 BOTTLE (63629-2945-3) 	5-4-1 format
63629-3296_46c54d09-775c-47ff-87ba-f6728e990c4b	63629-3296	HUMAN PRESCRIPTION DRUG	Risperidone		risperidone	TABLET, FILM COATED	ORAL	20081229	NA	ANDA	ANDA078707	Bryant Ranch Prepack	RISPERIDONE	.25	mg/1	Atypical Antipsychotic [EPC]		63629-3296-1	60 TABLET, FILM COATED in 1 BOTTLE (63629-3296-1) 	5-4-1 format
63629-3789_4a5642e3-29fb-4da4-a265-8eba68e68147	63629-3789	HUMAN PRESCRIPTION DRUG	Morphine Sulfate		Morphine Sulfate	TABLET	ORAL	20080317	NA	NDA	NDA022207	Bryant Ranch Prepack	MORPHINE SULFATE	30	mg/1	Full Opioid Agonists [MoA],Opioid Agonist [EPC]	CII	63629-3789-2	30 TABLET in 1 BOTTLE (63629-3789-2) 	5-4-1 format
63629-4975_e9f7809f-a427-436b-8926-d74789046399	63629-4975	HUMAN PRESCRIPTION DRUG	FENTANYL		FENTANYL	PATCH, EXTENDED RELEASE	TRANSDERMAL	20130404	NA	ANDA	ANDA077449	Bryant Ranch Prepack	FENTANYL	50	ug/h	Full Opioid Agonists [MoA],Opioid Agonist [EPC]	CII	63629-4975-2	2 h in 1 BOTTLE (63629-4975-2) 	5-4-1 format
63739-349_ab23c7d6-edc2-4eb9-9f27-08e518526821	63739-349	HUMAN PRESCRIPTION DRUG	Lisinopril		Lisinopril	TABLET	ORAL	20070619	NA	ANDA	ANDA076059	McKesson Packaging Services a business unit of McKesson Corporation	LISINOPRIL	10	mg/1	Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA]		63739-349-10	10 BLISTER PACK in 1 BOX, UNIT-DOSE (63739-349-10)  > 10 TABLET in 1 BLISTER PACK	5-3-2 format
63739-489_a35fe4f2-e63d-4503-9e81-852376f2476e	63739-489	HUMAN PRESCRIPTION DRUG	Ranitidine		Ranitidine	TABLET	ORAL	20121106	NA	ANDA	ANDA077824	McKesson Packaging Services Business Unit of McKesson Corporation	RANITIDINE HYDROCHLORIDE	150	mg/1	Histamine H2 Receptor Antagonists [MoA],Histamine-2 Receptor Antagonist [EPC]		63739-489-10	10 BLISTER PACK in 1 BOX, UNIT-DOSE (63739-489-10)  > 10 TABLET in 1 BLISTER PACK	5-3-2 format
63868-172_043ca44e-190a-4e36-bed1-02a6c0b0ae13	63868-172	HUMAN OTC DRUG	Quality Choice	Natural White	Fluoride	PASTE, DENTIFRICE	DENTAL	20110120	NA	OTC MONOGRAPH NOT FINAL	part356	CHAIN DRUG MARKETING ASSOCIATION INC	POTASSIUM NITRATE; SODIUM FLUORIDE	5; .24	g/100g; g/100g			63868-172-29	1 TUBE in 1 CARTON (63868-172-29)  > 128 g in 1 TUBE (63868-172-22) 	5-3-2 format
64024-100_7fdb7736-61c7-420f-a790-0a4af934f7f2	64024-100	HUMAN OTC DRUG	Source Antibacterial Foaming Hand Original		Triclosan	LIQUID	TOPICAL	20130104	NA	OTC MONOGRAPH NOT FINAL	part333A	Aldi Inc.	TRICLOSAN	.46	mg/mL			64024-100-01	222 mL in 1 BOTTLE (64024-100-01) 	5-3-2 format
64092-108_e5e62bc4-70f0-455d-a5cf-142e2b80deae	64092-108	HUMAN OTC DRUG	HEALTHCARE Instant Hand Sanitizer Vanilla Scent		ALCOHOL	LIQUID	TOPICAL	20110810	NA	OTC MONOGRAPH NOT FINAL	part333E	GREAT LAKES WHOLESALE, MARKETING, & SALES, INC.	ALCOHOL	62	mL/100mL			64092-108-08	237 mL in 1 BOTTLE (64092-108-08) 	5-3-2 format
64117-238_a795b7da-6fa3-4887-963f-56ab0efcf582	64117-238	HUMAN OTC DRUG	PAINFUL COUGH COLIC		STAR ANISE	PELLET	ORAL	19980604	NA	UNAPPROVED HOMEOPATHIC		Natural Health Supply	STAR ANISE	30	[hp_C]/mL			64117-238-01	1.875 mL in 1 BOTTLE, GLASS (64117-238-01) 	5-3-2 format
64679-923_ca38a01f-0675-4059-ac0c-8c8c4ac227cd	64679-923	HUMAN PRESCRIPTION DRUG	ENALAPRIL MALEATE		ENALAPRIL MALEATE	TABLET	ORAL	20091211	NA	ANDA	ANDA075483	WOCKHARDT USA LLC	ENALAPRIL MALEATE	2.5	mg/1	Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA],Decreased Blood Pressure [PE]		64679-923-09	40000 TABLET in 1 DRUM (64679-923-09) 	5-3-2 format
64720-323_e75b6a83-902c-4012-b1b4-bc7412248e88	64720-323	HUMAN PRESCRIPTION DRUG	ZALEPLON		ZALEPLON	CAPSULE	ORAL	20080501	NA	NDA	NDA020859	CorePharma, LLC	ZALEPLON	10	mg/1	gamma-Aminobutyric Acid A Receptor Agonist [EPC],GABA A Agonists [MoA],Central Nervous System Depression [PE]	CIV	64720-323-10	100 CAPSULE in 1 BOTTLE, PLASTIC (64720-323-10) 	5-3-2 format
64778-0217_90ea26cc-60a2-403a-853e-6db936166aff	64778-0217	HUMAN PRESCRIPTION DRUG	Denti-Care Denti-Pro	Topical Sodium Fluoride 60 Second	Sodium Fluoride	GEL	DENTAL	20000301	NA	UNAPPROVED DRUG OTHER		AR Medicom Inc	SODIUM FLUORIDE	.0272	g/mL			64778-0217-1	480 mL in 1 BOTTLE, PLASTIC (64778-0217-1) 	5-4-1 format
64942-1127_da39500e-2d35-4cf8-a83c-37e732c184d8	64942-1127	HUMAN OTC DRUG	Dove	Pearl Finish Antiperspirant Deodorant	Aluminum Zirconium Tetrachlorohydrex GLY	STICK	TOPICAL	20101101	NA	OTC MONOGRAPH FINAL	part350	Conopco Inc. d/b/a Unilever	ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY	14.8	g/100g			64942-1127-2	45 g in 1 CONTAINER (64942-1127-2) 	5-4-1 format
64942-1328_a11da22e-7c63-4eaf-837e-dee7dfa75c31	64942-1328	HUMAN OTC DRUG	Degree	Motion Sense Daisy Fresh Antiperspirant and Deodorant	Aluminum Zirconium Tetrachlorohydrex GLY	STICK	TOPICAL	20131215	NA	OTC MONOGRAPH FINAL	part350	Conopco Inc. d/b/a Unilever	ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY	19.2	g/100g			64942-1328-3	14 g in 1 CONTAINER (64942-1328-3) 	5-4-1 format
64942-1330_ee69ed8a-f7ba-4022-b953-1cef67700072	64942-1330	HUMAN OTC DRUG	Degree	Motion Sense Sheer Powder Antiperspirant and Deodorant	Aluminum Zirconium Tetrachlorohydrex GLY	STICK	TOPICAL	20131215	NA	OTC MONOGRAPH FINAL	part350	Conopco Inc. d/b/a Unilever	ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY	19.2	g/100g			64942-1330-4	2 CONTAINER in 1 PACKAGE (64942-1330-4)  > 74 g in 1 CONTAINER (64942-1330-1) 	5-4-1 format
65044-5168_9a866e1c-0fcc-41fc-bd5f-26489f0a0124	65044-5168	NON-STANDARDIZED ALLERGENIC	Molds, Penicillium Mix		Molds, Penicillium Mix	INJECTION, SOLUTION	PERCUTANEOUS; SUBCUTANEOUS	19410419	NA	BLA	BLA103888	Jubilant HollisterStier LLC	CLONOSTACHYS ROSEA F. ROSEA; PENICILLIUM CHRYSOGENUM VAR. CHRYSOGENUM; PENICILLIUM DIGITATUM; PENICILLIUM EXPANSUM; PENICILLIUM EXPANSUM	.1; .1; .1; .1; .1	g/mL; g/mL; g/mL; g/mL; g/mL	Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient],Non-Standardized Fungal Allergenic Extract [EPC],Increased Histamine Release [PE],Cell-mediated Immunity [PE],Increased IgG Production [PE],Fungal Proteins [Chemical/Ingredient],Allergens [Chemical/Ingredient]		65044-5168-2	10 mL in 1 VIAL (65044-5168-2) 	5-4-1 format
65342-1003_a657fa3a-2589-4132-93db-22804afd0b42	65342-1003	HUMAN OTC DRUG	laura mercier Tinted Moisturizer Creme Compact Broad Spectrum SPF 20 Sunscreen TAWNY		AVOBENZONE, OCTISALATE, OCTOCRYLENE	CREAM	TOPICAL	20120518	NA	OTC MONOGRAPH FINAL	part352	Gurwitch Products	AVOBENZONE; OCTISALATE; OCTOCRYLENE	3; 3; 5	g/100g; g/100g; g/100g			65342-1003-0	7.5 g in 1 CONTAINER (65342-1003-0) 	5-4-1 format
65517-1012_7ead203c-98a5-450a-aa65-44d5d8f7b4e1	65517-1012	HUMAN OTC DRUG	DawnMist Antibacterial		TRICLOSAN	GEL	TOPICAL	20130110	NA	OTC MONOGRAPH NOT FINAL	part333E	Dukal Corporation	TRICLOSAN	3	mg/mL			65517-1012-1	236 mL in 1 BOTTLE, PUMP (65517-1012-1) 	5-4-1 format
65573-001_57ddfcf3-58cd-457a-826a-9473e3697fe4	65573-001	HUMAN PRESCRIPTION DRUG	Oxygen		Oxygen	GAS	RESPIRATORY (INHALATION)	20000101	NA	UNAPPROVED MEDICAL GAS		Home Equipment Assoc Inc dba Healthwise	OXYGEN	990	mL/L			65573-001-01	113 L in 1 CYLINDER (65573-001-01) 	5-3-2 format
65862-032_6ff30ad9-6173-4d0b-9225-125e01c6badb	65862-032	HUMAN PRESCRIPTION DRUG	Mirtazapine		Mirtazapine	TABLET, FILM COATED	ORAL	20041022	NA	ANDA	ANDA076921	Aurobindo Pharma Limited	MIRTAZAPINE	45	mg/1			65862-032-90	90 TABLET, FILM COATED in 1 BOTTLE (65862-032-90) 	5-3-2 format
65862-501_60800334-a01c-455c-ba18-829315315244	65862-501	HUMAN PRESCRIPTION DRUG	Amoxicillin and Clavulanate Potassium		Amoxicillin and Clavulanate Potassium	TABLET, FILM COATED	ORAL	20120120	NA	ANDA	ANDA091569	Aurobindo Pharma Limited	AMOXICILLIN; CLAVULANATE POTASSIUM	250; 125	mg/1; mg/1	Penicillin-class Antibacterial [EPC],Penicillins [Chemical/Ingredient],beta Lactamase Inhibitor [EPC],beta Lactamase Inhibitors [MoA]		65862-501-10	10 BLISTER PACK in 1 CARTON (65862-501-10)  > 10 TABLET, FILM COATED in 1 BLISTER PACK	5-3-2 format
66467-2140_84c72812-9e25-4e6b-987a-b29a4bb9c1df	66467-2140	HUMAN PRESCRIPTION DRUG	Darby	Topical Sodium Fluoride	Sodium Fluoride	GEL	DENTAL	20101112	NA	UNAPPROVED DRUG OTHER		Darby Dental Supply Co Inc	SODIUM FLUORIDE	.0272	g/mL			66467-2140-1	480 mL in 1 BOTTLE, PLASTIC (66467-2140-1) 	5-4-1 format
66774-1003_4fc1e4bd-01d8-4675-9e2e-a4ff884bda11	66774-1003	HUMAN OTC DRUG	Viroxyn Professional Use		Benzalkonium chloride and Benzocaine	LIQUID	TOPICAL	20121022	NA	OTC MONOGRAPH NOT FINAL	part348	Quadex Pharmaceuticals LLC	BENZALKONIUM CHLORIDE; BENZOCAINE	1.14; 65.775	mg/mL; mg/mL			66774-1003-4	6 AMPULE in 1 BOX (66774-1003-4)  > .6 mL in 1 AMPULE	5-4-1 format
67046-043_8ab4fb43-045f-4104-bd62-55f8d3bae95a	67046-043	HUMAN PRESCRIPTION DRUG	benztropine mesylate		benztropine mesylate	TABLET	ORAL	20100628	NA	ANDA	ANDA040103	Contract Pharmacy Services-PA	BENZTROPINE MESYLATE	2	mg/1	Anticholinergic [EPC],Antihistamine [EPC],Cholinergic Antagonists [MoA],Histamine Receptor Antagonists [MoA]		67046-043-60	60 TABLET in 1 BLISTER PACK (67046-043-60) 	5-3-2 format
67046-119_e9063c42-e71a-4cce-9cd9-9ed6a192c6bb	67046-119	HUMAN PRESCRIPTION DRUG	cyclobenzaprine hydrochloride		cyclobenzaprine hydrochloride	TABLET	ORAL	20100423	NA	ANDA	ANDA077563	Contract Pharmacy Services-PA	CYCLOBENZAPRINE HYDROCHLORIDE	10	mg/1	Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]		67046-119-60	60 TABLET in 1 BLISTER PACK (67046-119-60) 	5-3-2 format
67296-0053_c9a70da5-765d-4c5d-a80c-34856c88338e	67296-0053	HUMAN PRESCRIPTION DRUG	Cyclobenzaprine Hydrochloride		Cyclobenzaprine Hydrochloride	TABLET	ORAL	20070101	NA	ANDA	ANDA077797	RedPharm Drug Inc.	CYCLOBENZAPRINE HYDROCHLORIDE	10	mg/1	Centrally-mediated Muscle Relaxation [PE],Muscle Relaxant [EPC]		67296-0053-2	10 TABLET in 1 BOTTLE (67296-0053-2) 	5-4-1 format
67510-0508_b9c37609-fab1-48bc-b9a2-64c67e9760d4	67510-0508	HUMAN OTC DRUG	Childrens Non Aspirin		Acetaminophen	LIQUID	ORAL	20110902	NA	OTC MONOGRAPH NOT FINAL	part343	Kareway Product, Inc.	ACETAMINOPHEN	160	mg/5mL			67510-0508-4	120 mL in 1 BOTTLE (67510-0508-4) 	5-4-1 format
